source,source_type,relation,target,target_type,qota_rt,origins,evidences
포스코퓨처엠,Company,OWNS_STAKE,ULTIUM CAM GP,Company,,003670,...ULTIUM CAM GP INC.의 지분 85%...를 보유 중입니다.|GM과 합작법인인 ULTIUM CAM LIMITED PARTNERSHIP의 투자관련 업무를 담당하고 있습니다.
포스코퓨처엠,Company,OWNS_STAKE,ULTIUM CAM PARTNERSHIP,Company,,003670,...ULTIUM CAM LIMITED PARTNERSHIP의 지분 85%...를 보유 중입니다.|GM과 합작법인인 ULTIUM CAM LIMITED PARTNERSHIP의 지주사입니다.|GM과 합작법인인 ULTIUM CAM LIMITED PARTNERSHIP의 투자관련 업무를 담당하고 있습니다.
포스코퓨처엠,Company,OWNS_STAKE,ZHEJIANG HUAYOU-POSCO ESM,Company,32,003670,
포스코퓨처엠,Company,OWNS_STAKE,ZHEJIANG POSCO-HUAYOU ESM,Company,45,003670,"...ZHEJIANG POSCO-HUAYOU ESM CO., LTD의 지분 45.3%...를 보유 중입니다."
포스코퓨처엠,Company,OWNS_STAKE,Zhangjiagang Pohang Refractories,Company,51,003670,...Zhangjiagang Pohang Refractories의 지분 51%...를 보유 중입니다.
포스코퓨처엠,Company,OWNS_STAKE,시알이노테크,Company,19,003670,
포스코퓨처엠,Company,OWNS_STAKE,씨앤피신소재테크놀로지,Company,20,003670,
포스코퓨처엠,Company,OWNS_STAKE,포스그린,Company,19,003670,
포스코퓨처엠,Company,OWNS_STAKE,포스코엠씨머티리얼즈,Company,60,003670,
포스코퓨처엠,Company,OWNS_STAKE,퓨처그라프,Company,100,003670,...(주)퓨처그라프의 지분 100%를 보유 중입니다.|[(주)퓨처그라프] ... 전라북도 군산시에 소재하며 구형흑연 생산 예정입니다.
포스코퓨처엠,Company,OWNS_STAKE,피앤오케미칼,Company,0,003670,
ENEOS,Company,SUPPLIES,SK이노베이션,Company,,096770,"미전환유(UCO)의 상당부분은 ... Global 생산 JV Partner인 PT Pertamina, Repsol Petroleo, ENEOS Corporation 등으로부터 공급받고 있습니다."
Freeport LNG,Company,SUPPLIES,SK이노베이션,Company,,096770,2020년 6월부터 LNG 수송선을 활용하여 Freeport LNG社로부터 LNG를 직도입하고 있습니다.
LG화학,Company,SUPPLIES,LG에너지솔루션,Company,,051910,
LG화학,Company,SUPPLIES,P&G,Company,,051910,기저귀 No.1 업체(P&G)향 고객 승인 완료 및 상업 공급 중
PT Pertamina,Company,SUPPLIES,SK이노베이션,Company,,096770,"미전환유(UCO)의 상당부분은 ... Global 생산 JV Partner인 PT Pertamina, Repsol Petroleo, ENEOS Corporation 등으로부터 공급받고 있습니다."
Repsol Petroleo,Company,SUPPLIES,SK이노베이션,Company,,096770,"미전환유(UCO)의 상당부분은 ... Global 생산 JV Partner인 PT Pertamina, Repsol Petroleo, ENEOS Corporation 등으로부터 공급받고 있습니다."
SK Energy Americas,Company,SUPPLIES,SK이노베이션,Company,,096770,"원유 원유정제 SK Energy Americas, Inc. 등"
SK Energy International,Company,SUPPLIES,SK이노베이션,Company,,096770,"반제품 나프타 석유제품생산/사외매출 SK Energy International Pte., Ltd. 등"
SK아이이테크놀로지,Company,SUPPLIES,SK온,Company,,361610,당사는 계열회사인 에스케이온(주)와 이차전지용 분리막 장기공급계약을 체결하였으며|윤활기유는 SK온(주) (舊 SK엔무브(주)) 계열로부터 상당부분 공급 받고 있습니다.
SK아이이테크놀로지,Company,SUPPLIES,SK이노베이션,Company,,361610,SK이노베이션과 분리막 생산관련 무형자산을 공동소유함에 따라 당사의 중국 자회사로부터 수취하는 로열티를SK이노베이션과 SK아이이테크놀로지間 공헌도에 따라 배분
SK아이이테크놀로지,Company,SUPPLIES,에어레인,Company,,361610,SK아이이테크놀로지(주)가 보유한 청주공장 자산을 주식회사 에어레인에 매각하는 자산양수도
SK에너지,Company,SUPPLIES,SK이노베이션,Company,,096770,"기초유화제품 판매용 SK에너지(계열회사) 등|미전환유(UCO)의 상당부분은 특수관계에 해당되는 계열 내 정유사인 SK에너지(주) ... 등으로부터 공급받고 있습니다.|수출 : 국내 생산업체(SK에너지(주), SK인천석유화학(주))에서 물품을 구매하여|화학소재제품 판매용 SK에너지(계열회사) 등"
SK에너지,Company,SUPPLIES,SK지오센트릭,Company,,096770,
SK온,Company,SUPPLIES,SK아이이테크놀로지,Company,,096770,윤활기유 SK온(주) 해당
SK이노베이션,Company,SUPPLIES,MITSUI AND,Company,,096770,"제15기 기준 당사의 주요 매출처는 SK에너지, Tricon Energy Ltd, 에스케이피아이씨글로벌(주), 태광산업(주), MITSUI AND CO., LTD, 등 입니다."
SK이노베이션,Company,SUPPLIES,SK Energy International,Company,,096770,"당사의 주요 매출처는 SK에너지㈜, SK지오센트릭㈜, SK Energy International Pte., Ltd.이며"
SK이노베이션,Company,SUPPLIES,SK Enmove Russia,Company,,096770,SK Enmove Russia LLC는 2013년 9월 러시아에 설립되어 러시아 고객 대상으로 당사의 윤활유를 판매하고 있습니다.
SK이노베이션,Company,SUPPLIES,SK아이이테크놀로지,Company,,361610,기술 경쟁력 강화를 위해 기존 SK이노베이션(주) 소속이었던 IE소재 R&D 부문을 2024년 5월 1일부로 SK아이이테크놀로지(주)로 이관하는 영업양수도 계약을 체결함
SK이노베이션,Company,SUPPLIES,SK에너지,Company,,096770,"당사 석유사업 주요 고객은 SK에너지(주), SK인천석유화학(주), UNIPEC AMERICA, INC 등이 있습니다.|당사의 주요 매출처는 SK에너지㈜, SK지오센트릭㈜, SK Energy International Pte., Ltd.이며|제15기 기준 당사의 주요 매출처는 SK에너지, Tricon Energy Ltd, 에스케이피아이씨글로벌(주), 태광산업(주), MITSUI AND CO., LTD, 등 입니다."
SK이노베이션,Company,SUPPLIES,SK온,Company,,096770,"당사는 계열회사인 에스케이온(주)와 이차전지용 분리막 장기공급계약을 체결하였으며|당사의 주요 매출처는 에스케이온(주), 에스케이지오센트릭㈜, 한국석유공사 등이며|생산된 제품은 SK온 트레이딩인터내셔널, SK지오센트릭㈜, SK온㈜ 등 주요 거래처 및 대리점, 직매, 수출 경로를 통해 판매되며"
SK이노베이션,Company,SUPPLIES,SK온 트레이딩인터내셔널,Company,,096770,"생산된 제품은 SK온 트레이딩인터내셔널, SK지오센트릭㈜, SK온㈜ 등 주요 거래처 및 대리점, 직매, 수출 경로를 통해 판매되며"
SK이노베이션,Company,SUPPLIES,SK인천석유화학,Company,,096770,"당사 석유사업 주요 고객은 SK에너지(주), SK인천석유화학(주), UNIPEC AMERICA, INC 등이 있습니다."
SK이노베이션,Company,SUPPLIES,SK지오센트릭,Company,,096770,"당사의 주요 매출처는 SK에너지㈜, SK지오센트릭㈜, SK Energy International Pte., Ltd.이며|생산된 제품은 SK온 트레이딩인터내셔널, SK지오센트릭㈜, SK온㈜ 등 주요 거래처 및 대리점, 직매, 수출 경로를 통해 판매되며"
SK이노베이션,Company,SUPPLIES,Tricon Energy,Company,,096770,"제15기 기준 당사의 주요 매출처는 SK에너지, Tricon Energy Ltd, 에스케이피아이씨글로벌(주), 태광산업(주), MITSUI AND CO., LTD, 등 입니다."
SK이노베이션,Company,SUPPLIES,UNIPEC AMERICA,Company,,096770,"당사 석유사업 주요 고객은 SK에너지(주), SK인천석유화학(주), UNIPEC AMERICA, INC 등이 있습니다."
SK이노베이션,Company,SUPPLIES,독일 메르세데스-벤츠 그룹,Company,,096770,"당사 배터리사업 주요 고객은 현대자동차그룹, 독일 메르세데스-벤츠 그룹, 폭스바겐, 그리고 포드 모터 컴퍼니 등이 있습니다."
SK이노베이션,Company,SUPPLIES,에스케이지오센트릭,Company,,096770,"당사의 주요 매출처는 에스케이온(주), 에스케이지오센트릭㈜, 한국석유공사 등이며"
SK이노베이션,Company,SUPPLIES,에스케이피아이씨글로벌,Company,,096770,"제15기 기준 당사의 주요 매출처는 SK에너지, Tricon Energy Ltd, 에스케이피아이씨글로벌(주), 태광산업(주), MITSUI AND CO., LTD, 등 입니다."
SK이노베이션,Company,SUPPLIES,포드 모터 컴퍼니,Company,,096770,"당사 배터리사업 주요 고객은 현대자동차그룹, 독일 메르세데스-벤츠 그룹, 폭스바겐, 그리고 포드 모터 컴퍼니 등이 있습니다."
SK이노베이션,Company,SUPPLIES,폭스바겐,Company,,096770,"당사 배터리사업 주요 고객은 현대자동차그룹, 독일 메르세데스-벤츠 그룹, 폭스바겐, 그리고 포드 모터 컴퍼니 등이 있습니다."
SK이노베이션,Company,SUPPLIES,한국가스공사,Company,,096770,당사의 주요 사업인 도시가스 공급에 필요한 모든 물량을 한국가스공사로부터 구입하고 있습니다.
SK이노베이션,Company,SUPPLIES,한국석유공사,Company,,096770,"당사의 주요 매출처는 에스케이온(주), 에스케이지오센트릭㈜, 한국석유공사 등이며"
SK이노베이션,Company,SUPPLIES,한국전력거래소,Company,,096770,당사가 생산한 전력은 한국전력거래소가 운영하는 전력시장에 판매하고 있습니다.
SK이노베이션,Company,SUPPLIES,현대자동차그룹,Company,,096770,"당사 배터리사업 주요 고객은 현대자동차그룹, 독일 메르세데스-벤츠 그룹, 폭스바겐, 그리고 포드 모터 컴퍼니 등이 있습니다."
SK인천석유화학,Company,SUPPLIES,SK이노베이션,Company,,096770,"수출 : 국내 생산업체(SK에너지(주), SK인천석유화학(주))에서 물품을 구매하여"
대한유화,Company,SUPPLIES,SK아이이테크놀로지,Company,,096770,"PE, 코팅원료 등 대한유화 등"
대한유화,Company,SUPPLIES,SK이노베이션,Company,,096770,반제품 펜탄 화학제품 생산 대한유화 등
대한유화,Company,SUPPLIES,SK지오센트릭,Company,,096770,
삼성SDI,Company,SUPPLIES,AES,Company,,006400,AES 등 입니다.
삼성SDI,Company,SUPPLIES,BMW,Company,,006400,"당사의 주요 매출처로는 Bayerische Motoren Werke (""BMW"")"
삼성SDI,Company,SUPPLIES,NextEra Energy,Company,,006400,NextEra Energy에 ESS 배터리 공급
삼성SDI,Company,SUPPLIES,Samsung SDI America,Company,,006400,"당사의 종속회사인 Samsung SDI America, Inc.는 배터리 공급계약을 체결하였으며"
삼성SDI,Company,SUPPLIES,Stellantis,Company,,006400,Stellantis
삼성SDI,Company,SUPPLIES,Volkswagen Group,Company,,006400,"Volkswagen Group (""VWG"")"
삼성SDI,Company,SUPPLIES,WCP,Company,,006400,
삼성SDI,Company,SUPPLIES,넥스콘,Company,,006400,
삼성SDI,Company,SUPPLIES,삼성전자,Company,,006400,삼성전자
삼성SDI,Company,SUPPLIES,상신EDP,Company,,006400,
삼성SDI,Company,SUPPLIES,솔브레인,Company,,006400,
삼성SDI,Company,SUPPLIES,에코프로이엠,Company,,006400,
삼성SDI,Company,SUPPLIES,유미코아,Company,,006400,
삼성SDI,Company,SUPPLIES,파워로직스,Company,,006400,
삼성SDI,Company,SUPPLIES,현대자동차,Company,,006400,2026년부터 7년간 현대자동차社의 유럽向 전기차에 들어갈 배터리 공급
에코프로,Company,SUPPLIES,에코프로머티리얼즈,Company,,086520,해외 자원개발 관련 지분투자를 통해 확보한 주요 광물을 자회사에 공급하는 무역사업부문이 있습니다.
에코프로,Company,SUPPLIES,에코프로비엠,Company,,086520,해외 자원개발 관련 지분투자를 통해 확보한 주요 광물을 자회사에 공급하는 무역사업부문이 있습니다.
에코프로,Company,SUPPLIES,에코프로씨엔지,Company,,086520,해외 자원개발 관련 지분투자를 통해 확보한 주요 광물을 자회사에 공급하는 무역사업부문이 있습니다.
에코프로,Company,SUPPLIES,에코프로에이치엔,Company,,086520,해외 자원개발 관련 지분투자를 통해 확보한 주요 광물을 자회사에 공급하는 무역사업부문이 있습니다.
에코프로,Company,SUPPLIES,에코프로에이피,Company,,086520,해외 자원개발 관련 지분투자를 통해 확보한 주요 광물을 자회사에 공급하는 무역사업부문이 있습니다.
에코프로,Company,SUPPLIES,에코프로이노베이션,Company,,086520,해외 자원개발 관련 지분투자를 통해 확보한 주요 광물을 자회사에 공급하는 무역사업부문이 있습니다.
에코프로머티리얼즈,Company,SUPPLIES,에코프로,Company,,086520,"에코프로머티리얼즈 니켈 양극재용 전구체 제조에 사용되는 주요 소재 154,127 6.7%"
에코프로머티리얼즈,Company,SUPPLIES,에코프로비엠,Company,,247540,"당사는 계열회사인 주식회사 에코프로머티리얼즈, 에코프로이노베이션 및 국내외 다수의 경로를 통하여 주요 원재료를 공급받고 있으며"
에코프로비엠,Company,SUPPLIES,SK온,Company,,247540,"당사의 주요 매출처는 이차전지 Cell 제조 업체로 삼성SDI, SK온이 있으며"
에코프로비엠,Company,SUPPLIES,SK이노베이션,Company,,086520|247540,
에코프로비엠,Company,SUPPLIES,삼성SDI,Company,,086520|247540,"당사의 주요 매출처는 이차전지 Cell 제조 업체로 삼성SDI, SK온이 있으며"
에코프로비엠,Company,SUPPLIES,에코프로,Company,,086520,"에코프로비엠 (연결) 전구체, 리튬 등 리튬이온전지의 핵심소재인 양극활물질 제조에 사용되는 주요 소재 1,906,841 83.3%"
에코프로비엠,Company,SUPPLIES,전지재료 계열사,Company,,247540,"당사는 전지재료 계열사와 함께 원가, 품질 및 가격 경쟁력 확보를 위한 업스트림 밸류 체인을 확대하여 시장 내 차별화된 지위를 확고히 할 것입니다."
에코프로씨엔지,Company,SUPPLIES,에코프로,Company,,086520,"에코프로씨엔지 폐배터리 등 리사이클을 통한 유가금속 회수 16,348 0.7%"
에코프로이노베이션,Company,SUPPLIES,에코프로,Company,,086520,"에코프로이노베이션 (연결) 탄산리튬 등 리튬이온전지의 핵심소재인 양극활물질 제조에 사용되는 주요 소재 109,544 4.8%"
에코프로이노베이션,Company,SUPPLIES,에코프로비엠,Company,,247540,"당사는 계열회사인 주식회사 에코프로머티리얼즈, 에코프로이노베이션 및 국내외 다수의 경로를 통하여 주요 원재료를 공급받고 있으며"
에코프로이엠,Company,SUPPLIES,에코프로,Company,,086520,지배기업은 종속기업인 ㈜에코프로이엠과 관련하여
엘앤에프,Company,SUPPLIES,SK온,Company,,066970,SK온 / 하이니켈 양극재 공급계약체결
엘앤에프,Company,SUPPLIES,Tesla,Company,,066970,Tesla / 하이니켈 양극재 공급계약체결
엘앤에프,Company,SUPPLIES,비공개,Company,,066970,비공개 / 하이니켈 양극재 공급계약체결
포스코퓨처엠,Company,SUPPLIES,LG에너지솔루션,Company,,003670,"당사는 LG에너지솔루션, 삼성SDI, SK온 등 전기차 배터리업체를 대상으로 이차전지 주요 소재를 납품하여 매출을 발생시키고 있습니다.|에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6%|에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6% 입니다."
포스코퓨처엠,Company,SUPPLIES,OCI,Company,,003670,"라임화성사업부문은 ㈜포스코, (주)OCI 등 29.2%|화성품 공급에 있어 당사는 관계사인 포스코엠씨머티리얼즈, OCI 등에 판매하고 있습니다."
포스코퓨처엠,Company,SUPPLIES,SK온,Company,,003670,"당사는 LG에너지솔루션, 삼성SDI, SK온 등 전기차 배터리업체를 대상으로 이차전지 주요 소재를 납품하여 매출을 발생시키고 있습니다.|에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6%|에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6% 입니다."
포스코퓨처엠,Company,SUPPLIES,ULTIUM CELLS,Company,,003670,"에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6%"
포스코퓨처엠,Company,SUPPLIES,Ultium Cells,Company,,003670,"에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6% 입니다."
포스코퓨처엠,Company,SUPPLIES,삼성SDI,Company,,003670,"당사는 LG에너지솔루션, 삼성SDI, SK온 등 전기차 배터리업체를 대상으로 이차전지 주요 소재를 납품하여 매출을 발생시키고 있습니다.|에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6%|에너지소재사업부문은 Ultium Cells, LG에너지솔루션, 삼성SDI, SK온 등 53.6% 입니다."
포스코퓨처엠,Company,SUPPLIES,포스코,Company,,003670,"내화물사업부문은 ㈜포스코 등 17.2%|내화물사업부문은 ㈜포스코 등 17.2%, 라임화성사업부문은 ㈜포스코, (주)OCI 등 29.2%|생석회 시장은 포스코, 현대제철 제철용 생석회가 전체생석회 시장의 90% 이상을 점유하고 있으며, 포스코로 공급을 하고 있는 당사와 현대제철이 유일하다고 볼 수 있습니다.|포스코로 공급을 하고 있는 당사와 현대제철이 유일하다고 볼 수 있습니다."
포스코퓨처엠,Company,SUPPLIES,포스코엠씨머티리얼즈,Company,,003670,"화성품 공급에 있어 당사는 관계사인 포스코엠씨머티리얼즈, OCI 등에 판매하고 있습니다."
포스코퓨처엠,Company,SUPPLIES,현대제철,Company,,003670,"생석회 시장은 포스코, 현대제철 제철용 생석회가 전체생석회 시장의 90% 이상을 점유하고 있으며, 포스코로 공급을 하고 있는 당사와 현대제철이 유일하다고 볼 수 있습니다.|포스코로 공급을 하고 있는 당사와 현대제철이 유일하다고 볼 수 있습니다."
한국가스공사,Company,SUPPLIES,SK이노베이션,Company,,096770,당사는 설비용량 500MW급 2기로 구성된 당사의 광양천연가스발전소... 에 연료를 직도입하고 있습니다. ... 한국가스공사의 LNG 저장설비에 저장 후 기화되어 발전소로 송출됩니다.
